x,y,z,n1,n2,n3
11,2.0,6,-0.5,-0.57,-0.65
12,2.25,5,-0.5,-0.57,-0.65
11,2.0,6,-0.35,0.93,-0.12
12,2.25,5,-0.35,0.93,-0.12
12,2.375,6,-0.35,0.93,-0.12
11,2.0,6,0.3,-0.81,0.51
11,2.625,7,0.3,-0.81,0.51
12,2.375,6,0.3,-0.81,0.51
11,2.625,7,0.35,0.93,0.12
12,2.375,6,0.35,0.93,0.12
12,2.25,7,0.35,0.93,0.12
11,2.625,7,-0.34,-0.91,-0.23
11,2.375,8,-0.34,-0.91,-0.23
12,2.25,7,-0.34,-0.91,-0.23
11,2.375,8,0.12,0.99,-0.0
12,2.25,7,0.12,0.99,-0.0
12,2.25,8,0.12,0.99,-0.0
11,2.375,8,-0.11,-0.89,0.44
11,2.875,9,-0.11,-0.89,0.44
12,2.25,8,-0.11,-0.89,0.44
11,2.875,9,0.68,0.68,0.26
12,2.25,8,0.68,0.68,0.26
12,1.875,9,0.68,0.68,0.26
11,2.875,9,-0.62,-0.62,-0.47
11,2.125,10,-0.62,-0.62,-0.47
12,1.875,9,-0.62,-0.62,-0.47
11,2.125,10,0.12,0.98,-0.12
12,1.875,9,0.12,0.98,-0.12
12,2.0,10,0.12,0.98,-0.12
11,2.125,10,-0.12,-0.93,0.35
11,2.5,11,-0.12,-0.93,0.35
12,2.0,10,-0.12,-0.93,0.35
11,2.5,11,0.12,0.93,-0.35
12,2.0,10,0.12,0.93,-0.35
12,2.375,11,0.12,0.93,-0.35
11,2.5,11,-0.12,-0.98,-0.12
11,2.375,12,-0.12,-0.98,-0.12
12,2.375,11,-0.12,-0.98,-0.12
11,2.375,12,-0.12,0.98,-0.12
12,2.375,11,-0.12,0.98,-0.12
12,2.5,12,-0.12,0.98,-0.12
11,2.375,12,0.11,-0.84,0.53
11,3.0,13,0.11,-0.84,0.53
12,2.5,12,0.11,-0.84,0.53
11,3.0,13,-0.2,0.78,-0.59
12,2.5,12,-0.2,0.78,-0.59
12,3.25,13,-0.2,0.78,-0.59
11,3.0,13,0.21,-0.83,-0.52
11,2.375,14,0.21,-0.83,-0.52
12,3.25,13,0.21,-0.83,-0.52
11,2.375,14,-0.6,0.8,0.1
12,3.25,13,-0.6,0.8,0.1
12,3.125,14,-0.6,0.8,0.1
11,2.375,14,0.47,-0.62,-0.62
11,1.375,15,0.47,-0.62,-0.62
12,3.125,14,0.47,-0.62,-0.62
11,1.375,15,-0.89,0.44,-0.11
12,3.125,14,-0.89,0.44,-0.11
12,3.375,15,-0.89,0.44,-0.11
11,1.375,15,0.87,-0.44,0.22
11,1.875,16,0.87,-0.44,0.22
12,3.375,15,0.87,-0.44,0.22
11,1.875,16,-0.6,0.68,0.43
12,3.375,15,-0.6,0.68,0.43
12,2.75,16,-0.6,0.68,0.43
11,1.875,16,0.66,-0.75,0.09
11,2.0,17,0.66,-0.75,0.09
12,2.75,16,0.66,-0.75,0.09
11,2.0,17,-0.53,0.84,0.11
12,2.75,16,-0.53,0.84,0.11
12,2.625,17,-0.53,0.84,0.11
11,2.0,17,0.49,-0.78,0.39
11,2.5,18,0.49,-0.78,0.39
12,2.625,17,0.49,-0.78,0.39
11,2.5,18,-0.57,0.66,-0.49
12,2.625,17,-0.57,0.66,-0.49
12,3.375,18,-0.57,0.66,-0.49
11,2.5,18,0.66,-0.75,0.0
11,2.5,19,0.66,-0.75,0.0
12,3.375,18,0.66,-0.75,0.0
11,2.5,19,-0.76,0.61,-0.23
12,3.375,18,-0.76,0.61,-0.23
12,3.75,19,-0.76,0.61,-0.23
11,2.5,19,0.76,-0.61,0.23
11,2.875,20,0.76,-0.61,0.23
12,3.75,19,0.76,-0.61,0.23
11,2.875,20,-0.42,0.85,0.32
12,3.75,19,-0.42,0.85,0.32
12,3.375,20,-0.42,0.85,0.32
11,2.875,20,0.33,-0.67,-0.67
11,1.875,21,0.33,-0.67,-0.67
12,3.375,20,0.33,-0.67,-0.67
11,1.875,21,-0.15,0.62,0.77
12,3.375,20,-0.15,0.62,0.77
12,2.125,21,-0.15,0.62,0.77
11,1.875,21,0.14,-0.55,0.82
11,3.375,22,0.14,-0.55,0.82
12,2.125,21,0.14,-0.55,0.82
11,3.375,22,0.47,0.75,-0.47
12,2.125,21,0.47,0.75,-0.47
12,2.75,22,0.47,0.75,-0.47
11,3.375,22,-0.45,-0.72,-0.54
11,2.625,23,-0.45,-0.72,-0.54
12,2.75,22,-0.45,-0.72,-0.54
11,2.625,23,0.55,0.55,0.62
12,2.75,22,0.55,0.55,0.62
12,1.625,23,0.55,0.55,0.62
11,2.625,23,-0.7,-0.7,-0.09
11,2.5,24,-0.7,-0.7,-0.09
12,1.625,23,-0.7,-0.7,-0.09
11,2.5,24,0.0,0.75,-0.66
12,1.625,23,0.0,0.75,-0.66
12,2.5,24,0.0,0.75,-0.66
11,2.5,24,0.0,-0.85,-0.53
11,1.875,25,0.0,-0.85,-0.53
12,2.5,24,0.0,-0.85,-0.53
11,1.875,25,-0.34,0.91,0.23
12,2.5,24,-0.34,0.91,0.23
12,2.25,25,-0.34,0.91,0.23
11,1.875,25,0.34,-0.91,-0.23
11,1.625,26,0.34,-0.91,-0.23
12,2.25,25,0.34,-0.91,-0.23
11,1.625,26,-0.44,0.89,0.11
12,2.25,25,-0.44,0.89,0.11
12,2.125,26,-0.44,0.89,0.11
11,1.625,26,0.35,-0.7,0.62
11,2.5,27,0.35,-0.7,0.62
12,2.125,26,0.35,-0.7,0.62
11,2.5,27,-0.11,0.89,-0.44
12,2.125,26,-0.11,0.89,-0.44
12,2.625,27,-0.11,0.89,-0.44
11,2.5,27,0.12,-0.99,0.0
11,2.5,28,0.12,-0.99,0.0
12,2.625,27,0.12,-0.99,0.0
11,2.5,28,0.39,0.78,0.49
12,2.625,27,0.39,0.78,0.49
12,2.0,28,0.39,0.78,0.49
11,2.5,28,-0.45,-0.89,0.09
11,2.6,29,-0.45,-0.89,0.09
12,2.0,28,-0.45,-0.89,0.09
11,2.6,29,0.72,0.6,0.36
12,2.0,28,0.72,0.6,0.36
12,1.4,29,0.72,0.6,0.36
12,5.0,0,-0.71,-0.27,-0.65
12,2.625,1,-0.71,-0.27,-0.65
13,2.4,0,-0.71,-0.27,-0.65
12,2.625,1,-0.38,0.75,-0.54
13,2.4,0,-0.38,0.75,-0.54
13,3.125,1,-0.38,0.75,-0.54
12,2.625,1,0.44,-0.89,0.11
12,2.75,2,0.44,-0.89,0.11
13,3.125,1,0.44,-0.89,0.11
12,2.75,2,-0.57,0.77,-0.29
13,3.125,1,-0.57,0.77,-0.29
13,3.5,2,-0.57,0.77,-0.29
12,2.75,2,0.56,-0.74,0.37
12,3.25,3,0.56,-0.74,0.37
13,3.5,2,0.56,-0.74,0.37
12,3.25,3,-0.12,0.98,0.12
13,3.5,2,-0.12,0.98,0.12
13,3.375,3,-0.12,0.98,0.12
12,3.25,3,0.12,-0.93,-0.35
12,2.875,4,0.12,-0.93,-0.35
13,3.375,3,0.12,-0.93,-0.35
12,2.875,4,-0.59,0.78,-0.2
13,3.375,3,-0.59,0.78,-0.2
13,3.625,4,-0.59,0.78,-0.2
12,2.875,4,0.54,-0.72,-0.45
12,2.25,5,0.54,-0.72,-0.45
13,3.625,4,0.54,-0.72,-0.45
12,2.25,5,-0.74,0.66,0.16
13,3.625,4,-0.74,0.66,0.16
13,3.375,5,-0.74,0.66,0.16
12,2.25,5,0.74,-0.66,0.08
12,2.375,6,0.74,-0.66,0.08
13,3.375,5,0.74,-0.66,0.08
12,2.375,6,0.15,0.62,0.77
13,3.375,5,0.15,0.62,0.77
13,2.125,6,0.15,0.62,0.77
12,2.375,6,-0.24,-0.96,-0.12
12,2.25,7,-0.24,-0.96,-0.12
13,2.125,6,-0.24,-0.96,-0.12
12,2.25,7,0.42,0.85,0.32
13,2.125,6,0.42,0.85,0.32
13,1.75,7,0.42,0.85,0.32
12,2.25,7,-0.45,-0.89,0.0
12,2.25,8,-0.45,-0.89,0.0
13,1.75,7,-0.45,-0.89,0.0
12,2.25,8,-0.33,0.67,-0.67
13,1.75,7,-0.33,0.67,-0.67
13,2.75,8,-0.33,0.67,-0.67
12,2.25,8,0.42,-0.85,-0.32
12,1.875,9,0.42,-0.85,-0.32
13,2.75,8,0.42,-0.85,-0.32
12,1.875,9,-0.6,0.8,0.1
13,2.75,8,-0.6,0.8,0.1
13,2.625,9,-0.6,0.8,0.1
12,1.875,9,0.6,-0.8,0.1
12,2.0,10,0.6,-0.8,0.1
13,2.625,9,0.6,-0.8,0.1
12,2.0,10,-0.53,0.85,0.0
13,2.625,9,-0.53,0.85,0.0
13,2.625,10,-0.53,0.85,0.0
12,2.0,10,0.51,-0.81,0.3
12,2.375,11,0.51,-0.81,0.3
13,2.625,10,0.51,-0.81,0.3
12,2.375,11,0.0,0.97,0.24
13,2.625,10,0.0,0.97,0.24
13,2.375,11,0.0,0.97,0.24
12,2.375,11,0.0,-0.99,0.12
12,2.5,12,0.0,-0.99,0.12
13,2.375,11,0.0,-0.99,0.12
12,2.5,12,-0.55,0.55,-0.62
13,2.375,11,-0.55,0.55,-0.62
13,3.5,12,-0.55,0.55,-0.62
12,2.5,12,0.62,-0.62,0.47
12,3.25,13,0.62,-0.62,0.47
13,3.5,12,0.62,-0.62,0.47
12,3.25,13,0.12,0.93,0.35
13,3.5,12,0.12,0.93,0.35
13,3.125,13,0.12,0.93,0.35
12,3.25,13,-0.12,-0.98,-0.12
12,3.125,14,-0.12,-0.98,-0.12
13,3.125,13,-0.12,-0.98,-0.12
12,3.125,14,0.41,0.82,0.41
13,3.125,13,0.41,0.82,0.41
13,2.625,14,0.41,0.82,0.41
12,3.125,14,-0.44,-0.87,0.22
12,3.375,15,-0.44,-0.87,0.22
13,2.625,14,-0.44,-0.87,0.22
12,3.375,15,0.7,0.7,0.17
13,2.625,14,0.7,0.7,0.17
13,2.375,15,0.7,0.7,0.17
12,3.375,15,-0.65,-0.65,-0.4
12,2.75,16,-0.65,-0.65,-0.4
13,2.375,15,-0.65,-0.65,-0.4
12,2.75,16,0.35,0.94,-0.0
13,2.375,15,0.35,0.94,-0.0
13,2.375,16,0.35,0.94,-0.0
12,2.75,16,-0.35,-0.93,-0.12
12,2.625,17,-0.35,-0.93,-0.12
13,2.375,16,-0.35,-0.93,-0.12
12,2.625,17,-0.43,0.68,-0.6
13,2.375,16,-0.43,0.68,-0.6
13,3.25,17,-0.43,0.68,-0.6
12,2.625,17,0.45,-0.72,0.54
12,3.375,18,0.45,-0.72,0.54
13,3.25,17,0.45,-0.72,0.54
12,3.375,18,0.34,0.91,0.23
13,3.25,17,0.34,0.91,0.23
13,3.0,18,0.34,0.91,0.23
12,3.375,18,-0.33,-0.88,0.33
12,3.75,19,-0.33,-0.88,0.33
13,3.0,18,-0.33,-0.88,0.33
12,3.75,19,0.7,0.7,0.17
13,3.0,18,0.7,0.7,0.17
13,2.75,19,0.7,0.7,0.17
12,3.75,19,-0.68,-0.68,-0.26
12,3.375,20,-0.68,-0.68,-0.26
13,2.75,19,-0.68,-0.68,-0.26
12,3.375,20,0.74,0.54,0.4
13,2.75,19,0.74,0.54,0.4
13,2.0,20,0.74,0.54,0.4
12,3.375,20,-0.65,-0.47,-0.59
12,2.125,21,-0.65,-0.47,-0.59
13,2.0,20,-0.65,-0.47,-0.59
12,2.125,21,0.24,0.96,0.12
13,2.0,20,0.24,0.96,0.12
13,1.875,21,0.24,0.96,0.12
12,2.125,21,-0.21,-0.83,0.52
12,2.75,22,-0.21,-0.83,0.52
13,1.875,21,-0.21,-0.83,0.52
12,2.75,22,0.32,0.85,-0.42
13,1.875,21,0.32,0.85,-0.42
13,2.375,22,0.32,0.85,-0.42
12,2.75,22,-0.24,-0.64,-0.73
12,1.625,23,-0.24,-0.64,-0.73
13,2.375,22,-0.24,-0.64,-0.73
12,1.625,23,-0.33,0.88,0.33
13,2.375,22,-0.33,0.88,0.33
13,2.0,23,-0.33,0.88,0.33
12,1.625,23,0.27,-0.72,0.63
12,2.5,24,0.27,-0.72,0.63
13,2.0,23,0.27,-0.72,0.63
12,2.5,24,-0.11,0.84,-0.53
13,2.0,23,-0.11,0.84,-0.53
13,2.625,24,-0.11,0.84,-0.53
12,2.5,24,0.12,-0.96,-0.24
12,2.25,25,0.12,-0.96,-0.24
13,2.625,24,0.12,-0.96,-0.24
12,2.25,25,-0.35,0.94,0.0
13,2.625,24,-0.35,0.94,0.0
13,2.625,25,-0.35,0.94,0.0
12,2.25,25,0.35,-0.93,-0.12
12,2.125,26,0.35,-0.93,-0.12
13,2.625,25,0.35,-0.93,-0.12
12,2.125,26,-0.59,0.78,-0.2
13,2.625,25,-0.59,0.78,-0.2
13,2.875,26,-0.59,0.78,-0.2
12,2.125,26,0.56,-0.74,0.37
12,2.625,27,0.56,-0.74,0.37
13,2.875,26,0.56,-0.74,0.37
12,2.625,27,0.22,0.87,0.44
13,2.875,26,0.22,0.87,0.44
13,2.375,27,0.22,0.87,0.44
12,2.625,27,-0.21,-0.83,-0.52
12,2.0,28,-0.21,-0.83,-0.52
13,2.375,27,-0.21,-0.83,-0.52
12,2.0,28,-0.44,0.89,-0.11
13,2.375,27,-0.44,0.89,-0.11
13,2.5,28,-0.44,0.89,-0.11
12,2.0,28,0.39,-0.79,-0.47
12,1.4,29,0.39,-0.79,-0.47
13,2.5,28,0.39,-0.79,-0.47
12,1.4,29,-0.61,0.76,0.23
13,2.5,28,-0.61,0.76,0.23
13,2.2,29,-0.61,0.76,0.23
13,2.4,0,0.31,-0.77,0.56
13,3.125,1,0.31,-0.77,0.56
14,2.8,0,0.31,-0.77,0.56
13,3.125,1,0.51,0.82,0.25
14,2.8,0,0.51,0.82,0.25
14,2.5,1,0.51,0.82,0.25
13,3.125,1,-0.51,-0.81,0.3
13,3.5,2,-0.51,-0.81,0.3
14,2.5,1,-0.51,-0.81,0.3
13,3.5,2,0.41,0.82,-0.41
14,2.5,1,0.41,0.82,-0.41
14,3.0,2,0.41,0.82,-0.41
13,3.5,2,-0.44,-0.89,-0.11
13,3.375,3,-0.44,-0.89,-0.11
14,3.0,2,-0.44,-0.89,-0.11
13,3.375,3,0.0,0.94,-0.35
14,3.0,2,0.0,0.94,-0.35
14,3.375,3,0.0,0.94,-0.35
13,3.375,3,0.0,-0.97,0.24
13,3.625,4,0.0,-0.97,0.24
14,3.375,3,0.0,-0.97,0.24
13,3.625,4,0.0,0.97,-0.24
14,3.375,3,0.0,0.97,-0.24
14,3.625,4,0.0,0.97,-0.24
13,3.625,4,0.0,-0.97,-0.24
13,3.375,5,0.0,-0.97,-0.24
14,3.625,4,0.0,-0.97,-0.24
13,3.375,5,0.37,0.74,0.56
14,3.625,4,0.37,0.74,0.56
14,2.875,5,0.37,0.74,0.56
13,3.375,5,-0.3,-0.6,-0.75
13,2.125,6,-0.3,-0.6,-0.75
14,2.875,5,-0.3,-0.6,-0.75
13,2.125,6,-0.22,0.87,0.44
14,2.875,5,-0.22,0.87,0.44
14,2.375,6,-0.22,0.87,0.44
13,2.125,6,0.23,-0.91,-0.34
13,1.75,7,0.23,-0.91,-0.34
14,2.375,6,0.23,-0.91,-0.34
13,1.75,7,-0.68,0.68,-0.26
14,2.375,6,-0.68,0.68,-0.26
14,2.75,7,-0.68,0.68,-0.26
13,1.75,7,0.58,-0.58,0.58
13,2.75,8,0.58,-0.58,0.58
14,2.75,7,0.58,-0.58,0.58
13,2.75,8,0.47,0.75,0.47
14,2.75,7,0.47,0.75,0.47
14,2.125,8,0.47,0.75,0.47
13,2.75,8,-0.53,-0.84,-0.11
13,2.625,9,-0.53,-0.84,-0.11
14,2.125,8,-0.53,-0.84,-0.11
13,2.625,9,0.53,0.84,0.11
14,2.125,8,0.53,0.84,0.11
14,2.0,9,0.53,0.84,0.11
13,2.625,9,-0.53,-0.85,0.0
13,2.625,10,-0.53,-0.85,0.0
14,2.0,9,-0.53,-0.85,0.0
13,2.625,10,0.34,0.91,-0.23
14,2.0,9,0.34,0.91,-0.23
14,2.25,10,0.34,0.91,-0.23
13,2.625,10,-0.34,-0.91,-0.23
13,2.375,11,-0.34,-0.91,-0.23
14,2.25,10,-0.34,-0.91,-0.23
13,2.375,11,0.24,0.96,0.12
14,2.25,10,0.24,0.96,0.12
14,2.125,11,0.24,0.96,0.12
13,2.375,11,-0.16,-0.66,0.74
13,3.5,12,-0.16,-0.66,0.74
14,2.125,11,-0.16,-0.66,0.74
13,3.5,12,0.68,0.68,-0.26
14,2.125,11,0.68,0.68,-0.26
14,2.5,12,0.68,0.68,-0.26
13,3.5,12,-0.68,-0.68,-0.26
13,3.125,13,-0.68,-0.68,-0.26
14,2.5,12,-0.68,-0.68,-0.26
13,3.125,13,0.6,0.8,0.1
14,2.5,12,0.6,0.8,0.1
14,2.375,13,0.6,0.8,0.1
13,3.125,13,-0.56,-0.74,-0.37
13,2.625,14,-0.56,-0.74,-0.37
14,2.375,13,-0.56,-0.74,-0.37
13,2.625,14,-0.37,0.74,-0.56
14,2.375,13,-0.37,0.74,-0.56
14,3.125,14,-0.37,0.74,-0.56
13,2.625,14,0.44,-0.87,-0.22
13,2.375,15,0.44,-0.87,-0.22
14,3.125,14,0.44,-0.87,-0.22
13,2.375,15,-0.22,0.87,0.44
14,3.125,14,-0.22,0.87,0.44
14,2.625,15,-0.22,0.87,0.44
13,2.375,15,0.24,-0.97,0.0
13,2.375,16,0.24,-0.97,0.0
14,2.625,15,0.24,-0.97,0.0
13,2.375,16,-0.6,0.68,-0.43
14,2.625,15,-0.6,0.68,-0.43
14,3.25,16,-0.6,0.68,-0.43
13,2.375,16,0.55,-0.63,0.55
13,3.25,17,0.55,-0.63,0.55
14,3.25,16,0.55,-0.63,0.55
13,3.25,17,0.41,0.82,0.41
14,3.25,16,0.41,0.82,0.41
14,2.75,17,0.41,0.82,0.41
13,3.25,17,-0.44,-0.87,-0.22
13,3.0,18,-0.44,-0.87,-0.22
14,2.75,17,-0.44,-0.87,-0.22
13,3.0,18,0.12,0.98,-0.12
14,2.75,17,0.12,0.98,-0.12
14,2.875,18,0.12,0.98,-0.12
13,3.0,18,-0.12,-0.96,-0.24
13,2.75,19,-0.12,-0.96,-0.24
14,2.875,18,-0.12,-0.96,-0.24
13,2.75,19,-0.49,0.78,-0.39
14,2.875,18,-0.49,0.78,-0.39
14,3.375,19,-0.49,0.78,-0.39
13,2.75,19,0.45,-0.72,-0.54
13,2.0,20,0.45,-0.72,-0.54
14,3.375,19,0.45,-0.72,-0.54
13,2.0,20,-0.78,0.62,0.08
14,3.375,19,-0.78,0.62,0.08
14,3.25,20,-0.78,0.62,0.08
13,2.0,20,0.78,-0.62,-0.08
13,1.875,21,0.78,-0.62,-0.08
14,3.25,20,0.78,-0.62,-0.08
13,1.875,21,-0.62,0.7,0.35
14,3.25,20,-0.62,0.7,0.35
14,2.75,21,-0.62,0.7,0.35
13,1.875,21,0.62,-0.7,0.35
13,2.375,22,0.62,-0.7,0.35
14,2.75,21,0.62,-0.7,0.35
13,2.375,22,0.21,0.83,0.52
14,2.75,21,0.21,0.83,0.52
14,2.125,22,0.21,0.83,0.52
13,2.375,22,-0.23,-0.91,-0.34
13,2.0,23,-0.23,-0.91,-0.34
14,2.125,22,-0.23,-0.91,-0.34
13,2.0,23,-0.42,0.85,-0.32
14,2.125,22,-0.42,0.85,-0.32
14,2.5,23,-0.42,0.85,-0.32
13,2.0,23,0.39,-0.78,0.49
13,2.625,24,0.39,-0.78,0.49
14,2.5,23,0.39,-0.78,0.49
13,2.625,24,-0.49,0.66,-0.57
14,2.5,23,-0.49,0.66,-0.57
14,3.375,24,-0.49,0.66,-0.57
13,2.625,24,0.6,-0.8,0.0
13,2.625,25,0.6,-0.8,0.0
14,3.375,24,0.6,-0.8,0.0
13,2.625,25,-0.53,0.84,0.11
14,3.375,24,-0.53,0.84,0.11
14,3.25,25,-0.53,0.84,0.11
13,2.625,25,0.52,-0.83,0.21
13,2.875,26,0.52,-0.83,0.21
14,3.25,25,0.52,-0.83,0.21
13,2.875,26,-0.35,0.94,0.0
14,3.25,25,-0.35,0.94,0.0
14,3.25,26,-0.35,0.94,0.0
13,2.875,26,0.32,-0.85,-0.42
13,2.375,27,0.32,-0.85,-0.42
14,3.25,26,0.32,-0.85,-0.42
13,2.375,27,0.0,0.75,0.66
14,3.25,26,0.0,0.75,0.66
14,2.375,27,0.0,0.75,0.66
13,2.375,27,0.0,-0.99,0.12
13,2.5,28,0.0,-0.99,0.12
14,2.375,27,0.0,-0.99,0.12
13,2.5,28,0.57,0.66,0.49
14,2.375,27,0.57,0.66,0.49
14,1.625,28,0.57,0.66,0.49
13,2.5,28,-0.64,-0.73,-0.22
13,2.2,29,-0.64,-0.73,-0.22
14,1.625,28,-0.64,-0.73,-0.22
13,2.2,29,0.18,0.92,-0.35
14,1.625,28,0.18,0.92,-0.35
14,2.0,29,0.18,0.92,-0.35
14,2.8,0,0.36,-0.89,-0.27
14,2.5,1,0.36,-0.89,-0.27
15,3.2,0,0.36,-0.89,-0.27
14,2.5,1,-0.69,0.69,-0.21
15,3.2,0,-0.69,0.69,-0.21
15,3.5,1,-0.69,0.69,-0.21
14,2.5,1,0.67,-0.67,0.33
14,3.0,2,0.67,-0.67,0.33
15,3.5,1,0.67,-0.67,0.33
14,3.0,2,-0.63,0.72,-0.27
15,3.5,1,-0.63,0.72,-0.27
15,3.875,2,-0.63,0.72,-0.27
14,3.0,2,0.63,-0.72,0.27
14,3.375,3,0.63,-0.72,0.27
15,3.875,2,0.63,-0.72,0.27
14,3.375,3,0.11,0.84,0.53
15,3.875,2,0.11,0.84,0.53
15,3.25,3,0.11,0.84,0.53
14,3.375,3,-0.12,-0.96,0.24
14,3.625,4,-0.12,-0.96,0.24
15,3.25,3,-0.12,-0.96,0.24
14,3.625,4,0.0,0.94,-0.35
15,3.25,3,0.0,0.94,-0.35
15,3.625,4,0.0,0.94,-0.35
14,3.625,4,0.0,-0.8,-0.6
14,2.875,5,0.0,-0.8,-0.6
15,3.625,4,0.0,-0.8,-0.6
14,2.875,5,0.17,0.7,0.7
15,3.625,4,0.17,0.7,0.7
15,2.625,5,0.17,0.7,0.7
14,2.875,5,-0.22,-0.87,-0.44
14,2.375,6,-0.22,-0.87,-0.44
15,2.625,5,-0.22,-0.87,-0.44
14,2.375,6,-0.12,0.98,0.12
15,2.625,5,-0.12,0.98,0.12
15,2.5,6,-0.12,0.98,0.12
14,2.375,6,0.12,-0.93,0.35
14,2.75,7,0.12,-0.93,0.35
15,2.5,6,0.12,-0.93,0.35
14,2.75,7,0.0,0.97,-0.24
15,2.5,6,0.0,0.97,-0.24
15,2.75,7,0.0,0.97,-0.24
14,2.75,7,0.0,-0.85,-0.53
14,2.125,8,0.0,-0.85,-0.53
15,2.75,7,0.0,-0.85,-0.53
14,2.125,8,-0.34,0.91,0.23
15,2.75,7,-0.34,0.91,0.23
15,2.5,8,-0.34,0.91,0.23
14,2.125,8,0.35,-0.93,-0.12
14,2.0,9,0.35,-0.93,-0.12
15,2.5,8,0.35,-0.93,-0.12
14,2.0,9,-0.59,0.78,-0.2
15,2.5,8,-0.59,0.78,-0.2
15,2.75,9,-0.59,0.78,-0.2
14,2.0,9,0.59,-0.78,0.2
14,2.25,10,0.59,-0.78,0.2
15,2.75,9,0.59,-0.78,0.2
14,2.25,10,0.27,0.72,0.63
15,2.75,9,0.27,0.72,0.63
15,1.875,10,0.27,0.72,0.63
14,2.25,10,-0.35,-0.93,-0.12
14,2.125,11,-0.35,-0.93,-0.12
15,1.875,10,-0.35,-0.93,-0.12
14,2.125,11,-0.37,0.74,-0.56
15,1.875,10,-0.37,0.74,-0.56
15,2.625,11,-0.37,0.74,-0.56
14,2.125,11,0.42,-0.85,0.32
14,2.5,12,0.42,-0.85,0.32
15,2.625,11,0.42,-0.85,0.32
14,2.5,12,0.23,0.91,0.34
15,2.625,11,0.23,0.91,0.34
15,2.25,12,0.23,0.91,0.34
14,2.5,12,-0.24,-0.96,-0.12
14,2.375,13,-0.24,-0.96,-0.12
15,2.25,12,-0.24,-0.96,-0.12
14,2.375,13,0.24,0.96,0.12
15,2.25,12,0.24,0.96,0.12
15,2.125,13,0.24,0.96,0.12
14,2.375,13,-0.2,-0.78,0.59
14,3.125,14,-0.2,-0.78,0.59
15,2.125,13,-0.2,-0.78,0.59
14,3.125,14,0.79,0.57,0.22
15,2.125,13,0.79,0.57,0.22
15,1.75,14,0.79,0.57,0.22
14,3.125,14,-0.78,-0.56,-0.28
14,2.625,15,-0.78,-0.56,-0.28
15,1.75,14,-0.78,-0.56,-0.28
14,2.625,15,0.76,0.61,0.23
15,1.75,14,0.76,0.61,0.23
15,1.375,15,0.76,0.61,0.23
14,2.625,15,-0.73,-0.58,0.36
14,3.25,16,-0.73,-0.58,0.36
15,1.375,15,-0.73,-0.58,0.36
14,3.25,16,0.36,0.58,-0.73
15,1.375,15,0.36,0.58,-0.73
15,2.625,16,0.36,0.58,-0.73
14,3.25,16,-0.49,-0.78,-0.39
14,2.75,17,-0.49,-0.78,-0.39
15,2.625,16,-0.49,-0.78,-0.39
14,2.75,17,0.54,0.72,0.45
15,2.625,16,0.54,0.72,0.45
15,2.0,17,0.54,0.72,0.45
14,2.75,17,-0.6,-0.8,0.1
14,2.875,18,-0.6,-0.8,0.1
15,2.0,17,-0.6,-0.8,0.1
14,2.875,18,0.1,0.8,-0.6
15,2.0,17,0.1,0.8,-0.6
15,2.75,18,0.1,0.8,-0.6
14,2.875,18,-0.11,-0.89,0.44
14,3.375,19,-0.11,-0.89,0.44
15,2.75,18,-0.11,-0.89,0.44
14,3.375,19,0.74,0.54,0.4
15,2.75,18,0.74,0.54,0.4
15,2.0,19,0.74,0.54,0.4
14,3.375,19,-0.81,-0.59,-0.07
14,3.25,20,-0.81,-0.59,-0.07
15,2.0,19,-0.81,-0.59,-0.07
14,3.25,20,0.78,0.62,-0.0
15,2.0,19,0.78,0.62,-0.0
15,2.0,20,0.78,0.62,-0.0
14,3.25,20,-0.75,-0.6,-0.3
14,2.75,21,-0.75,-0.6,-0.3
15,2.0,20,-0.75,-0.6,-0.3
14,2.75,21,0.6,0.8,-0.0
15,2.0,20,0.6,0.8,-0.0
15,2.0,21,0.6,0.8,-0.0
14,2.75,21,-0.54,-0.72,-0.45
14,2.125,22,-0.54,-0.72,-0.45
15,2.0,21,-0.54,-0.72,-0.45
14,2.125,22,-0.23,0.91,-0.34
15,2.0,21,-0.23,0.91,-0.34
15,2.375,22,-0.23,0.91,-0.34
14,2.125,22,0.23,-0.91,0.34
14,2.5,23,0.23,-0.91,0.34
15,2.375,22,0.23,-0.91,0.34
14,2.5,23,0.34,0.91,0.23
15,2.375,22,0.34,0.91,0.23
15,2.125,23,0.34,0.91,0.23
14,2.5,23,-0.27,-0.72,0.63
14,3.375,24,-0.27,-0.72,0.63
15,2.125,23,-0.27,-0.72,0.63
14,3.375,24,0.27,0.72,-0.63
15,2.125,23,0.27,0.72,-0.63
15,3.0,24,0.27,0.72,-0.63
14,3.375,24,-0.35,-0.93,-0.12
14,3.25,25,-0.35,-0.93,-0.12
15,3.0,24,-0.35,-0.93,-0.12
14,3.25,25,0.0,0.97,-0.24
15,3.0,24,0.0,0.97,-0.24
15,3.25,25,0.0,0.97,-0.24
14,3.25,25,0.0,-1.0,0.0
14,3.25,26,0.0,-1.0,0.0
15,3.25,25,0.0,-1.0,0.0
14,3.25,26,-0.12,0.98,-0.12
15,3.25,25,-0.12,0.98,-0.12
15,3.375,26,-0.12,0.98,-0.12
14,3.25,26,0.09,-0.75,-0.66
14,2.375,27,0.09,-0.75,-0.66
15,3.375,26,0.09,-0.75,-0.66
14,2.375,27,-0.09,0.75,0.66
15,3.375,26,-0.09,0.75,0.66
